trial_type,trial_index,time_elapsed,internal_node_id,code,subject,workerId,hitId,assignmentId,catk_n,catk_i,catk_b,catk2_n,catk2_i,catk2_b,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,current_training_images,current_training_label,shuffled_sampling_images,sampling_image_words,shuffled_test_images,current_category_label_level,current_category_kind,current_category_training_level,current_alternate_training_label,sampled_image,sampled_label,label_consistent,selection_array,selection_index,rt_array,selection_type_array,final_choice_array,final_rt,view_history,question_order,file_name,n
html-button-response,10,17286,0.0-10.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.2999999970198,"<div id=""container""><p><b><font size=""4.5"">Great job!</font></b></p><p><i><font size=""4.5"">Click Next to learn another word.</font></i></p> </div>",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
html-button-response,11,18404,0.0-11.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1116.2000000029802,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are roozers and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a roozer.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/veh_c2_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure><img src=""stims/veh_c2_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/veh_c2_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div></div><p><b><font size=""4.5"">On the next page, we will check your memory of this new word. Make sure you look at the example and the new word carefully.</font></b><style=""text-align:center;"" /p><p><i>Click Next when you are ready to continue.</font></i><style=""text-align:center;"" /p></div>",0,"[""stims/veh_c2_sub1.jpg"",""stims/veh_c2_bas1.jpg"",""stims/veh_c2_bas2.jpg""]",roozer,"[""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg""]","[""NOT a roozer"",""roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer""]","[""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup6.jpg""]",broad,vehicles,intermediate,NOT a roozer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
survey-html-form,12,20103,0.0-12.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696.2000000029802,NA,"{""name_check"":""asdasd""}","[""stims/veh_c2_sub1.jpg"",""stims/veh_c2_bas1.jpg"",""stims/veh_c2_bas2.jpg""]",roozer,"[""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg""]","[""NOT a roozer"",""roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer""]","[""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup6.jpg""]",broad,vehicles,intermediate,NOT a roozer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
html-button-response-cols,13,21003,0.0-13.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897.5,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are roozers and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a roozer.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/veh_c2_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure><img src=""stims/veh_c2_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/veh_c2_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div></div><p><b><font size=""4.5"">Which of these nine objects would you like to learn the name of? You can only make one choice, so choose carefully!</font></b></p><p><i><font size=""4.5"">Click on the object that you would like to know the name of.</font></i><style=""text-align:center;"" /p>",0,"[""stims/veh_c2_sub1.jpg"",""stims/veh_c2_bas1.jpg"",""stims/veh_c2_bas2.jpg""]",roozer,"[""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg""]","[""NOT a roozer"",""roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer""]","[""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup6.jpg""]",broad,vehicles,intermediate,NOT a roozer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
html-button-response,14,22184,0.0-14.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178.0999999940395,"<div id=""container""><p><b><font size=""4.5"">The image you selected is <span style=""color:#ff0000""><u>NOT a roozer</u></span>.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/veh_c2_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure><img src=""stims/veh_c2_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div><div class=""column""><figure><img src=""stims/veg_c1_sub4.jpg"" style=""width:57%; border: 5px solid #ff0000; padding: 6px""><figcaption style=""font-size:24px;color:#ff0000"">NOT a roozer</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/veh_c2_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">roozer</figcaption></figure></div></div class=""column""></div class=""column""></div class=""column""></div class=""column""><div id=""container""><p><b><font size=""4.5"">Next, you will see a set of 24 new objects and decide which of them are roozers.</font></b><div id=""container""><p><b><font size=""4.5"">Your goal is to select <u>all</u> of the roozers.</font></b><p><i><font size=""4.5"">Click Next to continue.</font></i><style=""text-align:center;"" /p><style=""text-align:center;"" /p></div>",0,"[""stims/veh_c2_sub1.jpg"",""stims/veh_c2_bas1.jpg"",""stims/veh_c2_bas2.jpg""]",roozer,"[""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg""]","[""NOT a roozer"",""roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer""]","[""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup6.jpg""]",broad,vehicles,intermediate,NOT a roozer,stims/veg_c1_sub4.jpg,NOT a roozer,0,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
html-button-response-catact,15,24536,0.0-15.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""stims/veh_c2_sub1.jpg"",""stims/veh_c2_bas1.jpg"",""stims/veh_c2_bas2.jpg""]",roozer,"[""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg""]","[""NOT a roozer"",""roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer""]","[""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup6.jpg""]",broad,vehicles,intermediate,NOT a roozer,stims/veg_c1_sub4.jpg,NOT a roozer,NA,"[""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sub4.jpg""]","[""10"",""11""]","[1012.8999999910593,1484.0999999940395]","[""select"",""select""]","[""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sub4.jpg""]",2348.0999999940395,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
survey-html-form,16,26307,0.0-16.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1768.7000000029802,NA,"{""word_meaning"":""asfsdf""}","[""stims/veh_c2_sub1.jpg"",""stims/veh_c2_bas1.jpg"",""stims/veh_c2_bas2.jpg""]",roozer,"[""stims/veg_c1_sub4.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg""]","[""NOT a roozer"",""roozer"",""NOT a roozer"",""roozer"",""roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer"",""NOT a roozer""]","[""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veg_c1_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_sup4.jpg"",""stims/ani_c3_bas4.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_bas4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sub4.jpg"",""stims/veg_c1_sub5.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup6.jpg"",""stims/veh_c2_sup3.jpg"",""stims/veh_c2_sup6.jpg""]",broad,vehicles,intermediate,NOT a roozer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
html-button-response,17,27171,0.0-17.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,863.4000000059605,"<div id=""container""><p><b><font size=""4.5"">Great job!</font></b></p><p><i><font size=""4.5"">Click Next to learn another word.</font></i></p> </div>",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
html-button-response,18,28136,0.0-18.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963.6999999880792,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are guffys and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a guffy.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div><div class=""column""><figure><img src=""stims/veg_c1_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div></div><p><b><font size=""4.5"">On the next page, we will check your memory of this new word. Make sure you look at the example and the new word carefully.</font></b><style=""text-align:center;"" /p><p><i>Click Next when you are ready to continue.</font></i><style=""text-align:center;"" /p></div>",0,"[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sub2.jpg"",""stims/veg_c1_sub3.jpg""]",guffy,"[""stims/veh_c2_sub4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_bas3.jpg""]","[""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""guffy"",""guffy"",""NOT a guffy"",""guffy"",""NOT a guffy""]","[""stims/veh_c2_sup4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup6.jpg""]",broad,vegetables,narrow,NOT a guffy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
survey-html-form,19,30704,0.0-19.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2565.5,NA,"{""name_check"":""asdasd""}","[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sub2.jpg"",""stims/veg_c1_sub3.jpg""]",guffy,"[""stims/veh_c2_sub4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_bas3.jpg""]","[""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""guffy"",""guffy"",""NOT a guffy"",""guffy"",""NOT a guffy""]","[""stims/veh_c2_sup4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup6.jpg""]",broad,vegetables,narrow,NOT a guffy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
html-button-response-cols,20,31620,0.0-20.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913.2000000029802,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are guffys and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a guffy.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div><div class=""column""><figure><img src=""stims/veg_c1_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div></div><p><b><font size=""4.5"">Which of these nine objects would you like to learn the name of? You can only make one choice, so choose carefully!</font></b></p><p><i><font size=""4.5"">Click on the object that you would like to know the name of.</font></i><style=""text-align:center;"" /p>",0,"[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sub2.jpg"",""stims/veg_c1_sub3.jpg""]",guffy,"[""stims/veh_c2_sub4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_bas3.jpg""]","[""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""guffy"",""guffy"",""NOT a guffy"",""guffy"",""NOT a guffy""]","[""stims/veh_c2_sup4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup6.jpg""]",broad,vegetables,narrow,NOT a guffy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
html-button-response,21,33587,0.0-21.0,RMZpGtbCatActWzDKnRRCDo,p681639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963.29999999702,"<div id=""container""><p><b><font size=""4.5"">The image you selected is <span style=""color:#ff0000""><u>NOT a guffy</u></span>.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div><div class=""column""><figure><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div><div class=""column""><figure><img src=""stims/veh_c2_sub4.jpg"" style=""width:57%; border: 5px solid #ff0000; padding: 6px""><figcaption style=""font-size:24px;color:#ff0000"">NOT a guffy</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/veg_c1_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">guffy</figcaption></figure></div></div class=""column""></div class=""column""></div class=""column""></div class=""column""><div id=""container""><p><b><font size=""4.5"">Next, you will see a set of 24 new objects and decide which of them are guffys.</font></b><div id=""container""><p><b><font size=""4.5"">Your goal is to select <u>all</u> of the guffys.</font></b><p><i><font size=""4.5"">Click Next to continue.</font></i><style=""text-align:center;"" /p><style=""text-align:center;"" /p></div>",0,"[""stims/veg_c1_sub1.jpg"",""stims/veg_c1_sub2.jpg"",""stims/veg_c1_sub3.jpg""]",guffy,"[""stims/veh_c2_sub4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veh_c2_bas3.jpg""]","[""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""guffy"",""guffy"",""NOT a guffy"",""guffy"",""NOT a guffy""]","[""stims/veh_c2_sup4.jpg"",""stims/ani_c3_sup4.jpg"",""stims/veh_c2_sub5.jpg"",""stims/veh_c2_bas3.jpg"",""stims/ani_c3_sup3.jpg"",""stims/veg_c1_sup4.jpg"",""stims/ani_c3_sub5.jpg"",""stims/ani_c3_sup5.jpg"",""stims/veh_c2_sup6.jpg"",""stims/veh_c2_sup5.jpg"",""stims/veg_c1_sub4.jpg"",""stims/veg_c1_sup5.jpg"",""stims/veh_c2_sup3.jpg"",""stims/ani_c3_sub4.jpg"",""stims/ani_c3_bas3.jpg"",""stims/veh_c2_bas4.jpg"",""stims/veg_c1_sup6.jpg"",""stims/ani_c3_bas4.jpg"",""stims/veg_c1_bas3.jpg"",""stims/veg_c1_sub5.jpg"",""stims/veg_c1_sup3.jpg"",""stims/veg_c1_bas4.jpg"",""stims/veh_c2_sub4.jpg"",""stims/ani_c3_sup6.jpg""]",broad,vegetables,narrow,NOT a guffy,stims/veh_c2_sub4.jpg,NOT a guffy,0,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_16h15.39.363.csv,52
