trial_type,trial_index,time_elapsed,internal_node_id,code,subject,workerId,hitId,assignmentId,catk_n,catk_i,catk_b,catk2_n,catk2_i,catk2_b,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,current_training_images,current_training_label,shuffled_sampling_images,sampling_image_words,shuffled_test_images,current_category_label_level,current_category_kind,current_category_training_level,current_alternate_training_label,sampled_image,sampled_label,label_consistent,selection_array,selection_index,rt_array,selection_type_array,final_choice_array,final_rt,view_history,question_order,file_name,n
survey-html-form,29,229053,0.0-29.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3632.000000000029,NA,"{""word_meaning"":""fish\n""}","[""stims/sea_c6_sub1.jpg"",""stims/sea_c6_bas1.jpg"",""stims/sea_c6_bas2.jpg""]",guffy,"[""stims/mus_c5_bas3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/sea_c6_sub4.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_sup3.jpg"",""stims/fru_c4_bas3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/mus_c5_sub4.jpg"",""stims/sea_c6_bas3.jpg""]","[""NOT a guffy"",""NOT a guffy"",""guffy"",""guffy"",""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""NOT a guffy"",""guffy""]","[""stims/sea_c6_sub5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_bas4.jpg"",""stims/sea_c6_sub4.jpg"",""stims/fru_c4_sub4.jpg"",""stims/sea_c6_sup3.jpg"",""stims/fru_c4_sup5.jpg"",""stims/mus_c5_sub4.jpg"",""stims/mus_c5_sup5.jpg"",""stims/sea_c6_sup5.jpg"",""stims/sea_c6_sup4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg"",""stims/mus_c5_sub5.jpg"",""stims/fru_c4_sub5.jpg"",""stims/sea_c6_bas3.jpg"",""stims/mus_c5_sup3.jpg"",""stims/mus_c5_bas4.jpg"",""stims/sea_c6_sup6.jpg"",""stims/fru_c4_sup4.jpg"",""stims/mus_c5_sup4.jpg"",""stims/fru_c4_sup6.jpg"",""stims/mus_c5_sup6.jpg""]",broad,sea,intermediate,NOT a guffy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
html-button-response,30,229853,0.0-30.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,"<div id=""container""><p><b><font size=""4.5"">Great job!</font></b></p><p><i><font size=""4.5"">Click Next to learn another word.</font></i></p> </div>",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
html-button-response,31,231879,0.0-31.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are sibus and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a sibu.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/fru_c4_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure><img src=""stims/fru_c4_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/fru_c4_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div></div><p><b><font size=""4.5"">On the next page, we will check your memory of this new word. Make sure you look at the example and the new word carefully.</font></b><style=""text-align:center;"" /p><p><i>Click Next when you are ready to continue.</font></i><style=""text-align:center;"" /p></div>",0,"[""stims/fru_c4_sub1.jpg"",""stims/fru_c4_sub2.jpg"",""stims/fru_c4_sub3.jpg""]",sibu,"[""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu""]","[""stims/fru_c4_sub5.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_sup4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/sea_c6_bas3.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sup5.jpg"",""stims/sea_c6_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup5.jpg"",""stims/fru_c4_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sub4.jpg""]",narrow,fruits,narrow,NOT a sibu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
survey-html-form,32,235205,0.0-32.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3317,NA,"{""name_check"":""sibu""}","[""stims/fru_c4_sub1.jpg"",""stims/fru_c4_sub2.jpg"",""stims/fru_c4_sub3.jpg""]",sibu,"[""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu""]","[""stims/fru_c4_sub5.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_sup4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/sea_c6_bas3.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sup5.jpg"",""stims/sea_c6_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup5.jpg"",""stims/fru_c4_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sub4.jpg""]",narrow,fruits,narrow,NOT a sibu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
html-button-response-cols,33,240275,0.0-33.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5068,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are sibus and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a sibu.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/fru_c4_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure><img src=""stims/fru_c4_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/fru_c4_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div></div><p><b><font size=""4.5"">Which of these nine objects would you like to learn the name of? You can only make one choice, so choose carefully!</font></b></p><p><i><font size=""4.5"">Click on the object that you would like to know the name of.</font></i><style=""text-align:center;"" /p>",4,"[""stims/fru_c4_sub1.jpg"",""stims/fru_c4_sub2.jpg"",""stims/fru_c4_sub3.jpg""]",sibu,"[""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu""]","[""stims/fru_c4_sub5.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_sup4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/sea_c6_bas3.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sup5.jpg"",""stims/sea_c6_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup5.jpg"",""stims/fru_c4_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sub4.jpg""]",narrow,fruits,narrow,NOT a sibu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
html-button-response,34,241852,0.0-34.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,"<div id=""container""><p><b><font size=""4.5"">The image you selected is <span style=""color:#ff0000""><u>NOT a sibu</u></span>.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/fru_c4_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure><img src=""stims/fru_c4_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div><div class=""column""><figure><img src=""stims/fru_c4_sup3.jpg"" style=""width:57%; border: 5px solid #ff0000; padding: 6px""><figcaption style=""font-size:24px;color:#ff0000"">NOT a sibu</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/fru_c4_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">sibu</figcaption></figure></div></div class=""column""></div class=""column""></div class=""column""></div class=""column""><div id=""container""><p><b><font size=""4.5"">Next, you will see a set of 24 new objects and decide which of them are sibus.</font></b><div id=""container""><p><b><font size=""4.5"">Your goal is to select <u>all</u> of the sibus.</font></b><p><i><font size=""4.5"">Click Next to continue.</font></i><style=""text-align:center;"" /p><style=""text-align:center;"" /p></div>",0,"[""stims/fru_c4_sub1.jpg"",""stims/fru_c4_sub2.jpg"",""stims/fru_c4_sub3.jpg""]",sibu,"[""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu""]","[""stims/fru_c4_sub5.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_sup4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/sea_c6_bas3.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sup5.jpg"",""stims/sea_c6_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup5.jpg"",""stims/fru_c4_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sub4.jpg""]",narrow,fruits,narrow,NOT a sibu,stims/fru_c4_sup3.jpg,NOT a sibu,0,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
html-button-response-catact,35,253133,0.0-35.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""stims/fru_c4_sub1.jpg"",""stims/fru_c4_sub2.jpg"",""stims/fru_c4_sub3.jpg""]",sibu,"[""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu""]","[""stims/fru_c4_sub5.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_sup4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/sea_c6_bas3.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sup5.jpg"",""stims/sea_c6_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup5.jpg"",""stims/fru_c4_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sub4.jpg""]",narrow,fruits,narrow,NOT a sibu,stims/fru_c4_sup3.jpg,NOT a sibu,NA,"[""stims/fru_c4_sub5.jpg"",""stims/fru_c4_sub4.jpg"",""stims/fru_c4_bas3.jpg"",""stims/fru_c4_bas4.jpg""]","[""0"",""23"",""19"",""15""]","[3241,5096.000000000029,6061,8874]","[""select"",""select"",""select"",""select""]","[""stims/fru_c4_sub5.jpg"",""stims/fru_c4_sub4.jpg"",""stims/fru_c4_bas3.jpg"",""stims/fru_c4_bas4.jpg""]",11276,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
survey-html-form,36,255726,0.0-36.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589.999999999971,NA,"{""word_meaning"":""apple""}","[""stims/fru_c4_sub1.jpg"",""stims/fru_c4_sub2.jpg"",""stims/fru_c4_sub3.jpg""]",sibu,"[""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg""]","[""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu"",""sibu"",""NOT a sibu"",""NOT a sibu"",""NOT a sibu""]","[""stims/fru_c4_sub5.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_sup4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/sea_c6_bas3.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup3.jpg"",""stims/fru_c4_sup5.jpg"",""stims/sea_c6_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_sup4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup5.jpg"",""stims/fru_c4_bas3.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sub4.jpg""]",narrow,fruits,narrow,NOT a sibu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
html-button-response,37,256549,0.0-37.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,"<div id=""container""><p><b><font size=""4.5"">Great job!</font></b></p><p><i><font size=""4.5"">Click Next to learn another word.</font></i></p> </div>",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
html-button-response,38,258528,0.0-38.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are kitas and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a kita.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/mus_c5_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">kita</figcaption></figure></div><div class=""column""><figure><img src=""stims/mus_c5_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">kita</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/mus_c5_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">kita</figcaption></figure></div></div><p><b><font size=""4.5"">On the next page, we will check your memory of this new word. Make sure you look at the example and the new word carefully.</font></b><style=""text-align:center;"" /p><p><i>Click Next when you are ready to continue.</font></i><style=""text-align:center;"" /p></div>",0,"[""stims/mus_c5_sub1.jpg"",""stims/mus_c5_sup1.jpg"",""stims/mus_c5_sup2.jpg""]",kita,"[""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/mus_c5_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/sea_c6_sub4.jpg"",""stims/sea_c6_bas3.jpg""]","[""NOT a kita"",""kita"",""NOT a kita"",""NOT a kita"",""kita"",""NOT a kita"",""kita"",""NOT a kita"",""NOT a kita""]","[""stims/fru_c4_sub5.jpg"",""stims/sea_c6_sup4.jpg"",""stims/mus_c5_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup5.jpg"",""stims/fru_c4_sup3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_sub4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_bas4.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/sea_c6_sup5.jpg"",""stims/fru_c4_bas3.jpg""]",broad,music,broad,NOT a kita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
survey-html-form,39,260727,0.0-39.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189.000000000029,NA,"{""name_check"":""kita""}","[""stims/mus_c5_sub1.jpg"",""stims/mus_c5_sup1.jpg"",""stims/mus_c5_sup2.jpg""]",kita,"[""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/mus_c5_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/sea_c6_sub4.jpg"",""stims/sea_c6_bas3.jpg""]","[""NOT a kita"",""kita"",""NOT a kita"",""NOT a kita"",""kita"",""NOT a kita"",""kita"",""NOT a kita"",""NOT a kita""]","[""stims/fru_c4_sub5.jpg"",""stims/sea_c6_sup4.jpg"",""stims/mus_c5_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup5.jpg"",""stims/fru_c4_sup3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_sub4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_bas4.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/sea_c6_sup5.jpg"",""stims/fru_c4_bas3.jpg""]",broad,music,broad,NOT a kita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
html-button-response-cols,40,266815,0.0-40.0,AYieFEACatActTbmXqdktsD,p152991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6087,"<div id=""container""><p><b><font size=""4.5"">Your job is to figure out which objects are kitas and which are not.</font></b><style=""text-align:center;"" /p><p><b><font size=""4.5"">This is a kita.</font></b><style=""text-align:center;"" /p><div class=""row""><div class=""column""><figure style=""opacity:0""><img src=""stims/mus_c5_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">kita</figcaption></figure></div><div class=""column""><figure><img src=""stims/mus_c5_sub1.jpg"" style=""width:50%""><figcaption style=""font-size:24px"">kita</figcaption></figure></div><div class=""column""><figure style=""opacity:0""><img src=""stims/mus_c5_sub1.jpg"" style=""width:70%""><figcaption style=""font-size:24px"">kita</figcaption></figure></div></div><p><b><font size=""4.5"">Which of these nine objects would you like to learn the name of? You can only make one choice, so choose carefully!</font></b></p><p><i><font size=""4.5"">Click on the object that you would like to know the name of.</font></i><style=""text-align:center;"" /p>",4,"[""stims/mus_c5_sub1.jpg"",""stims/mus_c5_sup1.jpg"",""stims/mus_c5_sup2.jpg""]",kita,"[""stims/sea_c6_sup3.jpg"",""stims/mus_c5_bas3.jpg"",""stims/fru_c4_bas3.jpg"",""stims/fru_c4_sup3.jpg"",""stims/mus_c5_sup3.jpg"",""stims/fru_c4_sub4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/sea_c6_sub4.jpg"",""stims/sea_c6_bas3.jpg""]","[""NOT a kita"",""kita"",""NOT a kita"",""NOT a kita"",""kita"",""NOT a kita"",""kita"",""NOT a kita"",""NOT a kita""]","[""stims/fru_c4_sub5.jpg"",""stims/sea_c6_sup4.jpg"",""stims/mus_c5_sup5.jpg"",""stims/sea_c6_bas4.jpg"",""stims/mus_c5_sub5.jpg"",""stims/fru_c4_sup6.jpg"",""stims/fru_c4_sup5.jpg"",""stims/fru_c4_sup3.jpg"",""stims/mus_c5_sup6.jpg"",""stims/sea_c6_sup3.jpg"",""stims/mus_c5_sup3.jpg"",""stims/sea_c6_bas3.jpg"",""stims/sea_c6_sup6.jpg"",""stims/mus_c5_sup4.jpg"",""stims/mus_c5_sub4.jpg"",""stims/fru_c4_sup4.jpg"",""stims/fru_c4_sub4.jpg"",""stims/sea_c6_sub5.jpg"",""stims/fru_c4_bas4.jpg"",""stims/mus_c5_bas4.jpg"",""stims/sea_c6_sub4.jpg"",""stims/mus_c5_bas3.jpg"",""stims/sea_c6_sup5.jpg"",""stims/fru_c4_bas3.jpg""]",broad,music,broad,NOT a kita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/cat-act/data/v4/raw/catact-v4_PARTICIPANT_SESSION_2023-11-07_17h06.08.756.csv,52
